_id,title,author,publisher,copies,genreId,isEbookAvailable,ebookUrl,createdAt,updatedAt
6721d4f7fc13ae297722d236,optimize web-enabled technologies,Walden,Flipbug,5,6721c3e2885c5615605e1404,true,http://google.it/id.aspx?lorem=vestibulum&ipsum=ante&dolor=ipsum&sit=primis&amet=in&consectetuer=faucibus&adipiscing=orci&elit=luctus&proin=et&risus=ultrices&praesent=posuere&lectus=cubilia&vestibulum=curae&quam=mauris&sapien=viverra&varius=diam&ut=vitae&blandit=quam&non=suspendisse&interdum=potenti&in=nullam&ante=porttitor&vestibulum=lacus&ante=at&ipsum=turpis&primis=donec&in=posuere&faucibus=metus&orci=vitae&luctus=ipsum&et=aliquam&ultrices=non&posuere=mauris&cubilia=morbi&curae=non&duis=lectus&faucibus=aliquam&accumsan=sit&odio=amet&curabitur=diam&convallis=in&duis=magna&consequat=bibendum&dui=imperdiet&nec=nullam&nisi=orci&volutpat=pede&eleifend=venenatis&donec=non&ut=sodales&dolor=sed&morbi=tincidunt&vel=eu&lectus=felis,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d237,facilitate integrated e-business,Kori,Zoomcast,4,6721c38afc13ae297722d1af,true,https://mayoclinic.com/eget.html?in=leo&est=maecenas&risus=pulvinar&auctor=lobortis&sed=est&tristique=phasellus&in=sit&tempus=amet&sit=erat&amet=nulla&sem=tempus&fusce=vivamus&consequat=in&nulla=felis&nisl=eu&nunc=sapien&nisl=cursus&duis=vestibulum&bibendum=proin&felis=eu&sed=mi&interdum=nulla&venenatis=ac&turpis=enim&enim=in&blandit=tempor&mi=turpis&in=nec&porttitor=euismod&pede=scelerisque&justo=quam&eu=turpis&massa=adipiscing&donec=lorem&dapibus=vitae&duis=mattis&at=nibh&velit=ligula&eu=nec&est=sem&congue=duis&elementum=aliquam&in=convallis&hac=nunc&habitasse=proin&platea=at&dictumst=turpis&morbi=a&vestibulum=pede&velit=posuere&id=nonummy&pretium=integer&iaculis=non&diam=velit&erat=donec&fermentum=diam&justo=neque&nec=vestibulum&condimentum=eget&neque=vulputate&sapien=ut&placerat=ultrices&ante=vel&nulla=augue,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d238,engage compelling functionalities,Elissa,Photofeed,5,67176f22cb3881344941df2d,false,http://cmu.edu/tincidunt.jsp?erat=vitae&nulla=consectetuer&tempus=eget&vivamus=rutrum&in=at&felis=lorem&eu=integer&sapien=tincidunt&cursus=ante&vestibulum=vel&proin=ipsum&eu=praesent&mi=blandit&nulla=lacinia&ac=erat&enim=vestibulum&in=sed&tempor=magna&turpis=at&nec=nunc&euismod=commodo&scelerisque=placerat&quam=praesent&turpis=blandit&adipiscing=nam&lorem=nulla&vitae=integer&mattis=pede&nibh=justo&ligula=lacinia&nec=eget&sem=tincidunt&duis=eget&aliquam=tempus&convallis=vel&nunc=pede&proin=morbi&at=porttitor&turpis=lorem&a=id&pede=ligula&posuere=suspendisse&nonummy=ornare&integer=consequat&non=lectus&velit=in&donec=est&diam=risus&neque=auctor&vestibulum=sed&eget=tristique&vulputate=in&ut=tempus&ultrices=sit&vel=amet&augue=sem&vestibulum=fusce&ante=consequat&ipsum=nulla&primis=nisl&in=nunc&faucibus=nisl&orci=duis&luctus=bibendum&et=felis&ultrices=sed,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d239,unleash back-end portals,Glenine,Avaveo,1,6721c38afc13ae297722d1af,true,http://latimes.com/sapien/quis/libero/nullam/sit.jpg?cras=curabitur&in=gravida&purus=nisi&eu=at&magna=nibh&vulputate=in&luctus=hac&cum=habitasse&sociis=platea&natoque=dictumst&penatibus=aliquam&et=augue&magnis=quam&dis=sollicitudin&parturient=vitae&montes=consectetuer&nascetur=eget&ridiculus=rutrum&mus=at&vivamus=lorem&vestibulum=integer&sagittis=tincidunt&sapien=ante&cum=vel&sociis=ipsum&natoque=praesent&penatibus=blandit&et=lacinia&magnis=erat&dis=vestibulum&parturient=sed&montes=magna&nascetur=at&ridiculus=nunc&mus=commodo&etiam=placerat&vel=praesent&augue=blandit&vestibulum=nam&rutrum=nulla&rutrum=integer&neque=pede&aenean=justo&auctor=lacinia&gravida=eget&sem=tincidunt&praesent=eget&id=tempus&massa=vel&id=pede&nisl=morbi&venenatis=porttitor&lacinia=lorem&aenean=id&sit=ligula&amet=suspendisse&justo=ornare&morbi=consequat&ut=lectus&odio=in&cras=est&mi=risus&pede=auctor&malesuada=sed&in=tristique&imperdiet=in&et=tempus&commodo=sit&vulputate=amet&justo=sem&in=fusce,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23a,seize B2C networks,Seana,Trilia,1,6717448287d2fee1b8ee7ed5,false,http://naver.com/nulla.png?nulla=ut&pede=erat&ullamcorper=id&augue=mauris&a=vulputate&suscipit=elementum&nulla=nullam&elit=varius&ac=nulla&nulla=facilisi&sed=cras&vel=non&enim=velit&sit=nec&amet=nisi&nunc=vulputate&viverra=nonummy&dapibus=maecenas&nulla=tincidunt&suscipit=lacus&ligula=at&in=velit&lacus=vivamus&curabitur=vel&at=nulla&ipsum=eget&ac=eros&tellus=elementum&semper=pellentesque&interdum=quisque&mauris=porta&ullamcorper=volutpat&purus=erat&sit=quisque&amet=erat,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23b,strategize seamless channels,Layney,Bubbletube,1,6721c38afc13ae297722d1af,false,https://accuweather.com/gravida/sem/praesent/id/massa/id.jsp?porta=pede&volutpat=posuere&erat=nonummy&quisque=integer&erat=non&eros=velit&viverra=donec&eget=diam&congue=neque&eget=vestibulum&semper=eget&rutrum=vulputate&nulla=ut&nunc=ultrices&purus=vel&phasellus=augue&in=vestibulum&felis=ante&donec=ipsum&semper=primis&sapien=in&a=faucibus&libero=orci&nam=luctus&dui=et&proin=ultrices&leo=posuere&odio=cubilia&porttitor=curae&id=donec&consequat=pharetra&in=magna&consequat=vestibulum&ut=aliquet&nulla=ultrices&sed=erat&accumsan=tortor&felis=sollicitudin&ut=mi&at=sit&dolor=amet&quis=lobortis,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23c,embrace plug-and-play networks,Jackelyn,Trilith,4,67176f22cb3881344941df2d,true,https://japanpost.jp/sem/fusce.png?nisl=eleifend&duis=quam&bibendum=a&felis=odio&sed=in&interdum=hac&venenatis=habitasse&turpis=platea&enim=dictumst&blandit=maecenas&mi=ut&in=massa&porttitor=quis&pede=augue&justo=luctus,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23d,utilize dot-com relationships,Roanne,Meetz,3,67176f22cb3881344941df2d,true,https://unc.edu/eu/magna/vulputate/luctus/cum/sociis.png?pede=curae&ac=duis&diam=faucibus&cras=accumsan&pellentesque=odio&volutpat=curabitur&dui=convallis&maecenas=duis&tristique=consequat&est=dui&et=nec&tempus=nisi&semper=volutpat&est=eleifend&quam=donec&pharetra=ut&magna=dolor&ac=morbi&consequat=vel&metus=lectus&sapien=in&ut=quam&nunc=fringilla&vestibulum=rhoncus&ante=mauris&ipsum=enim&primis=leo&in=rhoncus&faucibus=sed&orci=vestibulum&luctus=sit&et=amet&ultrices=cursus&posuere=id&cubilia=turpis&curae=integer&mauris=aliquet&viverra=massa&diam=id,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23e,transform revolutionary functionalities,Rodina,Skalith,5,6717448287d2fee1b8ee7ed5,false,http://ow.ly/at/velit/eu.json?mi=nulla&in=neque&porttitor=libero&pede=convallis&justo=eget&eu=eleifend&massa=luctus&donec=ultricies&dapibus=eu&duis=nibh&at=quisque&velit=id&eu=justo&est=sit&congue=amet&elementum=sapien&in=dignissim&hac=vestibulum&habitasse=vestibulum&platea=ante&dictumst=ipsum&morbi=primis&vestibulum=in&velit=faucibus&id=orci&pretium=luctus&iaculis=et&diam=ultrices&erat=posuere&fermentum=cubilia&justo=curae&nec=nulla&condimentum=dapibus&neque=dolor&sapien=vel&placerat=est&ante=donec&nulla=odio&justo=justo&aliquam=sollicitudin&quis=ut&turpis=suscipit&eget=a&elit=feugiat&sodales=et&scelerisque=eros&mauris=vestibulum&sit=ac&amet=est&eros=lacinia&suspendisse=nisi&accumsan=venenatis&tortor=tristique&quis=fusce&turpis=congue&sed=diam&ante=id&vivamus=ornare&tortor=imperdiet&duis=sapien&mattis=urna&egestas=pretium&metus=nisl&aenean=ut,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
6721d4f7fc13ae297722d23f,productize back-end markets,Toinette,Realbuzz,1,6721c3e2885c5615605e1404,true,http://google.cn/lectus/suspendisse/potenti/in/eleifend/quam.html?lobortis=vestibulum&ligula=sed&sit=magna&amet=at&eleifend=nunc&pede=commodo&libero=placerat&quis=praesent&orci=blandit&nullam=nam&molestie=nulla&nibh=integer&in=pede&lectus=justo&pellentesque=lacinia&at=eget&nulla=tincidunt&suspendisse=eget&potenti=tempus&cras=vel&in=pede&purus=morbi&eu=porttitor&magna=lorem&vulputate=id&luctus=ligula&cum=suspendisse&sociis=ornare&natoque=consequat&penatibus=lectus&et=in&magnis=est&dis=risus&parturient=auctor&montes=sed&nascetur=tristique&ridiculus=in&mus=tempus&vivamus=sit&vestibulum=amet&sagittis=sem&sapien=fusce&cum=consequat&sociis=nulla&natoque=nisl&penatibus=nunc&et=nisl&magnis=duis,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z
